Gene_ID,Danio_match,Danio_symbol,Exon_length
scaffold15323.g1,ENSDARG00000061042,gabbr2,1479
scaffold15334.g1,ENSDARG00000076044,TRHDE (2 of 2),318
scaffold15336.g1,ENSDARG00000074603,tbl2,1673
scaffold15336.g2,ENSDARG00000026709,bcl7ba,2362
scaffold15336.g3,ENSDARG00000079330,FP016230.1,608
scaffold1534.g1,ENSDARG00000016300,ebf3,1020
scaffold1534.g2,,,1982
scaffold1534.g3,,,1313
scaffold1534.g4,ENSDARG00000031439,glrx3,1389
scaffold1534.g5,ENSDARG00000087127,TCERG1L,1818
scaffold15341.g1,ENSDARG00000041204,hdac4,1936
scaffold15346.g1,ENSDARG00000016084,spsb4a,2448
scaffold15346.g2,ENSDARG00000038731,slc25a36a,3039
scaffold15347.g1,,,1311
scaffold15347.g2,ENSDARG00000012790,tmem161a,2514
scaffold15347.g3,ENSDARG00000093170,mef2b,3143
scaffold1535.g1,ENSDARG00000055255,wu:fk08b02,5411
scaffold1535.g2,,,1742
scaffold1535.g3,ENSDARG00000007040,TMIGD1,1684
scaffold1535.g4,ENSDARG00000046012,slc47a1,2134
scaffold1535.g5,ENSDARG00000060051,slc47a2,2959
scaffold1535.g6,ENSDARG00000008020,med31,1275
scaffold1535.g7,ENSDARG00000077691,SLC13A5 (2 of 2),4624
scaffold1535.g8,ENSDARG00000076448,serpinf2a,1991
scaffold1535.g9,ENSDARG00000069048,serpinf1,1970
scaffold15351.g1,,,702
scaffold15351.g2,ENSDARG00000003989,crhr1,5221
scaffold15351.g3,,,3044
scaffold15353.g1,,,232
scaffold15373.g1,,,633
scaffold15373.g2,ENSDARG00000074056,kctd1,3323
scaffold15373.g3,ENSDARG00000075732,taf4b,1609
scaffold15373.g4,ENSDARG00000010965,psma8,1302
scaffold15373.g5,ENSDARG00000057195,GPR132 (1 of 2),2380
scaffold15373.g6,ENSDARG00000030976,vipas39,696
scaffold15375.g1,ENSDARG00000076830,si:dkey-65b12.6,1779
scaffold15375.g2,,,224
scaffold1539.g1,,,714
scaffold15393.g1,,,6212
scaffold15393.g2,ENSDARG00000032516,rrp36,1523
scaffold15394.g1,ENSDARG00000022531,ntn1b,4464
scaffold15394.g2,ENSDARG00000091140,FP101990.1,3665
scaffold15394.g3,ENSDARG00000014761,mfsd6l,3252
scaffold15394.g4,ENSDARG00000067813,zgc:171844,2347
scaffold1540.g1,,,3797
scaffold15403.g1,ENSDARG00000029472,mllt4,295
scaffold15411.g1,ENSDARG00000088181,MPPED1,2086
scaffold1542.g1,ENSDARG00000011519,zgc:114164,820
scaffold1542.g2,ENSDARG00000087616,MAPT (1 of 2),5560
scaffold1542.g3,ENSDARG00000088238,,6010
scaffold1542.g4,ENSDARG00000056258,cdc27,3961
scaffold1542.g5,,,2299
scaffold1542.g6,ENSDARG00000090449,BX569789.5,1989
scaffold1542.g7,,,575
scaffold15429.g1,ENSDARG00000060549,ECEL1,2533
scaffold15433.g1,ENSDARG00000002956,ITGAM,1653
scaffold15442.g1,ENSDARG00000037476,sorbs3,5111
scaffold15442.g2,ENSDARG00000069956,pdlim2,2380
scaffold15442.g3,,,997
scaffold15442.g4,ENSDARG00000076994,gpr124,1887
scaffold15451.g1,ENSDARG00000088073,fam110b,1275
scaffold15451.g2,ENSDARG00000076486,acp1,831
scaffold15451.g3,ENSDARG00000091073,fam150ba,1437
scaffold15452.g1,ENSDARG00000031461,golga7bb,4558
scaffold15452.g2,ENSDARG00000039041,sfrp5,2345
scaffold15452.g3,ENSDARG00000092987,zmat4a,1339
scaffold15453.g1,ENSDARG00000008127,pcdh15b,991
scaffold15456.g1,ENSDARG00000055493,hic1,5762
scaffold15456.g10,ENSDARG00000069338,zgc:152863,1942
scaffold15456.g11,ENSDARG00000018110,pak4,5122
scaffold15456.g2,ENSDARG00000007744,tsr1,3517
scaffold15456.g3,ENSDARG00000069603,TAOK1 (1 of 3),2702
scaffold15456.g4,ENSDARG00000069603,TAOK1 (1 of 3),1202
scaffold15456.g5,,,3616
scaffold15456.g6,ENSDARG00000087793,TP53I13,3006
scaffold15456.g7,ENSDARG00000055479,CR848664.1,2934
scaffold15456.g8,ENSDARG00000055548,NPAT,4738
scaffold15456.g9,ENSDARG00000041169,hif1al,3794
scaffold15459.g1,ENSDARG00000004291,hecw1,4344
scaffold15459.g2,,,288
scaffold1547.g1,ENSDARG00000079772,hmgb1a,1341
scaffold1547.g2,ENSDARG00000089689,TEX26,1099
scaffold1547.g3,ENSDARG00000054572,,3178
scaffold1547.g4,ENSDARG00000019874,HSPH1,3040
scaffold1547.g5,ENSDARG00000077740,b3galtlb,3431
scaffold1548.g1,ENSDARG00000076529,mn1a,5565
scaffold1548.g2,ENSDARG00000036005,pitpnb,5027
scaffold1548.g3,ENSDARG00000087109,TTC28 (1 of 2),6891
scaffold15488.g1,ENSDARG00000042409,RALGDS (1 of 2),486
scaffold15490.g1,ENSDARG00000091712,CR944667.6,3237
scaffold15490.g2,ENSDARG00000040669,CR944667.1,3752
scaffold15490.g3,ENSDARG00000009494,xrcc1,2242
scaffold15492.g1,,,956
scaffold15492.g2,ENSDARG00000079637,alpk2,4269
scaffold15492.g3,,,4176
scaffold15492.g4,ENSDARG00000075191,si:ch211-233a1.8,2278
scaffold15492.g5,ENSDARG00000052894,znf532,2223
scaffold1550.g1,ENSDARG00000061490,u2surp,5407
scaffold1550.g10,ENSDARG00000078455,best4,463
scaffold1550.g2,ENSDARG00000019033,tmem59,1606
scaffold1550.g3,ENSDARG00000030591,lrrc42,1637
scaffold1550.g4,ENSDARG00000014474,yipf1,2415
scaffold1550.g5,ENSDARG00000038898,zgc:113691,1202
scaffold1550.g6,ENSDARG00000021120,tmem48,2869
scaffold1550.g7,,,1792
scaffold1550.g8,ENSDARG00000068580,glis1a,7239
scaffold1550.g9,ENSDARG00000086052,si:ch211-106k21.5,3242
scaffold15501.g1,,,1297
scaffold15501.g2,,,1087
scaffold15501.g3,,,925
scaffold15502.g1,,,2063
scaffold15502.g2,ENSDARG00000045870,plekha5,2692
scaffold15506.g1,,,1026
scaffold15506.g2,ENSDARG00000078003,FBXL3 (1 of 2),5381
scaffold15509.g1,ENSDARG00000086315,CABZ01021532.1,2635
scaffold1551.g1,ENSDARG00000021239,apaf1,910
scaffold1551.g10,ENSDARG00000045561,dram1,2110
scaffold1551.g11,ENSDARG00000045563,ccdc53,1234
scaffold1551.g12,ENSDARG00000002128,cwf19l1,3044
scaffold1551.g13,ENSDARG00000006011,klhdc5,2766
scaffold1551.g14,,,1115
scaffold1551.g15,ENSDARG00000079985,nrip2,2483
scaffold1551.g16,ENSDARG00000002174,itfg2,1136
scaffold1551.g17,ENSDARG00000002174,itfg2,1649
scaffold1551.g18,,,1078
scaffold1551.g19,ENSDARG00000027249,btg1,4847
scaffold1551.g2,ENSDARG00000076690,si:dkey-257i7.3,1190
scaffold1551.g3,ENSDARG00000070704,thap7,2667
scaffold1551.g4,ENSDARG00000016886,,2480
scaffold1551.g5,ENSDARG00000012435,spic,730
scaffold1551.g6,ENSDARG00000087438,CT868708.1,1358
scaffold1551.g7,ENSDARG00000045560,mybpc1,4529
scaffold1551.g8,ENSDARG00000014572,chpt1,2587
scaffold1551.g9,ENSDARG00000030153,gnptab,5814
scaffold15512.g1,ENSDARG00000079151,HECTD4,7901
scaffold15513.g1,,,365
scaffold15513.g2,ENSDARG00000075713,shox2,2482
scaffold15513.g3,,,863
scaffold15524.g1,,,1806
scaffold15526.g1,,,461
scaffold15526.g2,ENSDARG00000094272,ysk4,4382
scaffold15526.g3,ENSDARG00000036685,ccnt2a,3591
scaffold15526.g4,ENSDARG00000062549,acmsd,1532
scaffold15526.g5,ENSDARG00000088227,tmem163b,673
scaffold15527.g1,,,2618
scaffold15527.g2,,,930
scaffold15527.g3,ENSDARG00000052947,irx3a,2571
scaffold15529.g1,,,332
scaffold15530.g1,ENSDARG00000059801,pdzd2,4526
scaffold15530.g2,ENSDARG00000052851,golph3,7717
scaffold15530.g3,ENSDARG00000059817,mtmr12,4473
scaffold15530.g4,ENSDARG00000027109,zfr,4808
scaffold15530.g5,ENSDARG00000007720,sub1,3843
scaffold15536.g1,ENSDARG00000002916,sec31b,2943
scaffold15544.g1,ENSDARG00000055563,rnasen,1488
scaffold15546.g1,ENSDARG00000078822,CNTRL (1 of 2),2815
scaffold15546.g2,ENSDARG00000005590,mtf2,3725
scaffold15546.g3,ENSDARG00000062955,fam69a,2701
scaffold15546.g4,ENSDARG00000020197,rpl5a,1004
scaffold15549.g1,,,2614
scaffold15549.g2,,,852
scaffold15549.g3,ENSDARG00000090499,TMEM121 (2 of 2),1927
scaffold15549.g4,ENSDARG00000067509,slc24a4b,10957
scaffold15556.g1,,,734
scaffold15561.g1,ENSDARG00000023914,mark4a,3210
scaffold15561.g2,ENSDARG00000035327,ckma,1578
scaffold15564.g1,,,1887
scaffold15564.g2,,,1962
scaffold15564.g3,ENSDARG00000018399,rps6kb1a,3012
scaffold15564.g4,ENSDARG00000076277,CR385050.1,2315
scaffold15564.g5,ENSDARG00000074476,odam,1176
scaffold15566.g1,,,577
scaffold15567.g1,ENSDARG00000078350,lrrc24,2701
scaffold15570.g1,,,1404
scaffold15574.g1,ENSDARG00000069356,LPHN2 (1 of 3),2308
scaffold15574.g2,ENSDARG00000054799,rfc1,4168
scaffold15574.g3,ENSDARG00000037350,rpl9,1205
scaffold15574.g4,ENSDARG00000022845,lias,1301
scaffold15574.g5,ENSDARG00000019838,ugdh,2950
scaffold15574.g6,ENSDARG00000005799,C1H4orf34,3075
scaffold15577.g1,,,805
scaffold15581.g1,ENSDARG00000077728,supv3l1,2618
scaffold15581.g10,ENSDARG00000038687,nfkb2,4856
scaffold15581.g2,ENSDARG00000038703,hkdc1,2976
scaffold15581.g3,ENSDARG00000039452,hk1,4989
scaffold15581.g4,ENSDARG00000074509,tacr2,1831
scaffold15581.g5,ENSDARG00000039455,tspan15,2623
scaffold15581.g6,ENSDARG00000062019,rufy2,4184
scaffold15581.g7,ENSDARG00000039466,HNRNPH3,2263
scaffold15581.g8,ENSDARG00000078102,PSD (3 of 3),4046
scaffold15581.g9,ENSDARG00000078102,PSD (3 of 3),3417
scaffold15591.g1,ENSDARG00000070957,im:7160594,1009
scaffold15591.g2,ENSDARG00000087471,EME2,3315
scaffold15591.g3,ENSDARG00000077487,CU929145.4,738
scaffold15592.g1,ENSDARG00000059707,ZNF423,3331
scaffold15596.g1,,,913
scaffold15596.g2,,,1231
scaffold15596.g3,,,634
scaffold15598.g1,ENSDARG00000063149,tmtc1,2931
scaffold15598.g2,ENSDARG00000058159,ipo8,4639
scaffold15598.g3,ENSDARG00000045790,C4H12orf66,4750
scaffold156.g1,ENSDARG00000087704,gfra3,2811
scaffold156.g10,ENSDARG00000087678,rbm22,1587
scaffold156.g11,ENSDARG00000067701,myoz3a,2162
scaffold156.g12,,,2443
scaffold156.g2,ENSDARG00000022813,dnd,1414
scaffold156.g3,ENSDARG00000003693,hars,2068
scaffold156.g4,ENSDARG00000004726,trappc11,4329
scaffold156.g5,ENSDARG00000068603,si:ch211-25g7.3,1347
scaffold156.g6,ENSDARG00000062593,stox1,1730
scaffold156.g7,ENSDARG00000078572,STOX2 (2 of 2),4480
scaffold156.g8,ENSDARG00000078572,STOX2 (2 of 2),2045
scaffold156.g9,ENSDARG00000003854,ACSL1 (2 of 2),3899
scaffold1560.g1,ENSDARG00000086495,CU459095.1,1959
scaffold1560.g2,ENSDARG00000052783,cdc42ep3,3427
scaffold1560.g3,ENSDARG00000078761,FAM82A1,5342
scaffold1560.g4,ENSDARG00000068934,cyp1b1,4577
scaffold1560.g5,,,1128
scaffold1560.g6,ENSDARG00000075143,nanp,958
scaffold1560.g7,ENSDARG00000077469,polr1b,4739
scaffold15601.g1,ENSDARG00000055713,FMNL1 (1 of 2),1508
scaffold15602.g1,,,379
scaffold15609.g1,ENSDARG00000091990,v2ra16,301
scaffold1561.g1,ENSDARG00000059685,WDR47 (2 of 2),1481
scaffold1561.g2,ENSDARG00000086174,CLCC1,3044
scaffold1561.g3,ENSDARG00000018722,MCOLN2,2847
scaffold1561.g4,ENSDARG00000061602,SSX2IP (2 of 2),3158
scaffold15612.g1,ENSDARG00000022739,CABZ01064155.1,2106
scaffold15614.g1,ENSDARG00000007561,CDH23,2004
scaffold15614.g2,,,1473
scaffold1562.g1,,,1005
scaffold1562.g2,,,4450
scaffold1562.g3,ENSDARG00000058365,hspb8,2928
scaffold1562.g4,,,1509
scaffold15622.g1,ENSDARG00000037496,gria4a,1358
scaffold15623.g1,ENSDARG00000076110,NWD1,5155
scaffold15623.g2,ENSDARG00000013776,THOP1,2982
scaffold15623.g3,ENSDARG00000019941,SGTA (1 of 2),2003
scaffold15623.g4,ENSDARG00000058257,slc39a1,3253
scaffold15623.g5,ENSDARG00000034628,slc1a8a,3791
scaffold15623.g6,ENSDARG00000016405,hug,4599
scaffold15623.g7,ENSDARG00000078504,CU459081.1,3448
scaffold15629.g1,ENSDARG00000033604,lrpap1,1749
scaffold15629.g2,ENSDARG00000060236,dok7,3438
scaffold1563.g1,,,479
scaffold1563.g2,,,1218
scaffold1563.g3,,,662
scaffold1563.g4,,,944
scaffold15639.g1,,,1237
scaffold15639.g10,,,3837
scaffold15639.g11,ENSDARG00000030176,ITGB1BP2,1734
scaffold15639.g12,ENSDARG00000074183,si:dkey-172j4.3,4985
scaffold15639.g2,ENSDARG00000076443,CR388231.1,4468
scaffold15639.g3,,,1532
scaffold15639.g4,ENSDARG00000036505,syt4,2317
scaffold15639.g5,ENSDARG00000030241,vbp1,1939
scaffold15639.g6,ENSDARG00000036501,rab39b,3335
scaffold15639.g7,ENSDARG00000036499,zgc:162171,1280
scaffold15639.g8,,,682
scaffold15639.g9,ENSDARG00000029170,si:ch211-200p22.4,4836
scaffold15652.g1,ENSDARG00000033707,phf17,971
scaffold15653.g1,ENSDARG00000077298,gas1a,2140
scaffold15654.g1,ENSDARG00000058993,,4001
scaffold15654.g2,ENSDARG00000025889,usp14,2164
scaffold15654.g3,ENSDARG00000088246,thoc1,2766
scaffold15656.g1,,,1317
scaffold15656.g2,,,535
scaffold15656.g3,ENSDARG00000086490,SUN2,3632
scaffold15657.g1,ENSDARG00000025983,l3mbtl3,2199
scaffold15657.g2,ENSDARG00000086698,TMEM200C (1 of 2),2898
scaffold1566.g1,,,1716
scaffold15662.g1,ENSDARG00000051874,stra6,1683
scaffold15662.g2,ENSDARG00000051858,ccdc33,1501
scaffold15662.g3,ENSDARG00000092696,CYP11A1 (1 of 2),1767
scaffold15662.g4,ENSDARG00000062142,stoml1,1880
scaffold15662.g5,ENSDARG00000045904,nr2e3,1414
scaffold15662.g6,ENSDARG00000052113,hexa,1510
scaffold15675.g1,ENSDARG00000059604,MTSS1,1265
scaffold15675.g2,ENSDARG00000052279,OSGIN1,3983
scaffold15675.g3,ENSDARG00000075530,pigu,3496
scaffold15675.g4,,,2423
scaffold1568.g1,ENSDARG00000011422,ryr1a,12221
scaffold1568.g2,ENSDARG00000068858,il2rga,3365
scaffold15683.g1,,,1603
scaffold157.g1,ENSDARG00000054433,yipf6,2316
scaffold157.g2,ENSDARG00000035420,ophn1,1622
scaffold15701.g1,ENSDARG00000005842,cd9a,1492
scaffold15701.g2,ENSDARG00000077231,vwf,9282
scaffold15701.g3,ENSDARG00000003210,ANO2 (2 of 2),4688
scaffold15701.g4,ENSDARG00000058486,caps2,2002
scaffold15701.g5,ENSDARG00000030078,glipr1b,1941
scaffold15701.g6,ENSDARG00000069515,bbs10,2748
scaffold15701.g7,ENSDARG00000088130,si:dkey-30c15.10,3430
scaffold15701.g8,,,922
scaffold1571.g1,,,1283
scaffold1571.g2,ENSDARG00000061416,C2CD4A,1645
scaffold1571.g3,,,1097
scaffold1571.g4,,,2359
scaffold1571.g5,,,2002
scaffold1571.g6,ENSDARG00000044271,TLN2 (1 of 2),14198
scaffold15711.g1,ENSDARG00000075930,adamts22,4399
scaffold1572.g1,ENSDARG00000078267,si:dkey-181m9.8,1982
scaffold1572.g10,,,2266
scaffold1572.g11,ENSDARG00000059123,plcd1a,7448
scaffold1572.g12,ENSDARG00000071673,ctdspla,4641
scaffold1572.g2,ENSDARG00000078267,si:dkey-181m9.8,2716
scaffold1572.g3,ENSDARG00000003517,impa1,1339
scaffold1572.g4,ENSDARG00000062251,FBXL7,3187
scaffold1572.g5,ENSDARG00000057184,C2H7orf25,1940
scaffold1572.g6,ENSDARG00000016253,RALA (2 of 2),4161
scaffold1572.g7,ENSDARG00000078986,MPLKIP,1493
scaffold1572.g8,ENSDARG00000024759,inhbab,2288
scaffold1572.g9,ENSDARG00000062272,AFG3L2,5028
scaffold15721.g1,ENSDARG00000090764,bcas3,614
scaffold15721.g2,ENSDARG00000090764,bcas3,869
scaffold15721.g3,ENSDARG00000032614,msi2b,2266
scaffold15724.g1,ENSDARG00000061724,setdb1b,4149
scaffold15724.g2,ENSDARG00000077615,znf687a,8564
scaffold15724.g3,ENSDARG00000080675,OTOA,2239
scaffold15726.g1,ENSDARG00000032571,crfb8,1167
scaffold15726.g2,ENSDARG00000021997,C20H6orf165,2268
scaffold15726.g3,ENSDARG00000073781,si:dkey-17e16.9,2233
scaffold1573.g1,ENSDARG00000018105,casq1b,1541
scaffold15739.g1,,,1361
scaffold15739.g2,ENSDARG00000007526,ndufs2,1584
scaffold15739.g3,ENSDARG00000001634,kirrela,5619
scaffold15739.g4,,,3139
scaffold15739.g5,ENSDARG00000080020,il13ra1,2171
scaffold15739.g6,ENSDARG00000016311,stab1,5420
scaffold15741.g1,ENSDARG00000078529,BAI1 (3 of 3),7299
scaffold15742.g1,,,511
scaffold15750.g1,,,1189
scaffold15750.g2,ENSDARG00000062231,ZNF362 (1 of 2),5150
scaffold15750.g3,ENSDARG00000056961,CCDC30,7455
scaffold15750.g4,ENSDARG00000037554,arhgef3l,3182
scaffold15750.g5,ENSDARG00000037559,uba1,4628
scaffold15758.g1,,,691
scaffold15758.g2,ENSDARG00000052517,AL954146.2,693
scaffold15758.g3,ENSDARG00000038891,AL954146.1,1554
scaffold15758.g4,ENSDARG00000001929,pink1,2526
scaffold15758.g5,ENSDARG00000059700,agmat,1358
scaffold15758.g6,ENSDARG00000059699,,4713
scaffold15758.g7,ENSDARG00000060484,EPT1,3633
scaffold15758.g8,ENSDARG00000076056,IYD (1 of 2),2305
scaffold15764.g1,ENSDARG00000059707,ZNF423,201
scaffold15767.g1,ENSDARG00000060539,SHANK1 (1 of 2),3103
scaffold15769.g1,,,1682
scaffold15773.g1,ENSDARG00000086680,tec,742
scaffold15778.g1,ENSDARG00000063640,si:ch1073-76a20.1,905
scaffold15779.g1,,,2239
scaffold15779.g2,ENSDARG00000075596,RAB11FIP2,4710
scaffold15781.g1,,,2376
scaffold15781.g10,ENSDARG00000004459,si:ch73-248e21.4,1413
scaffold15781.g11,ENSDARG00000077290,,2319
scaffold15781.g12,ENSDARG00000037965,srrm2,4774
scaffold15781.g13,ENSDARG00000037966,thoc6,1504
scaffold15781.g14,ENSDARG00000037967,BX571714.2,1909
scaffold15781.g15,ENSDARG00000027182,rnf25,1722
scaffold15781.g16,ENSDARG00000027187,kat8,1672
scaffold15781.g17,ENSDARG00000027196,BX571714.1,1166
scaffold15781.g18,ENSDARG00000037968,fus,7179
scaffold15781.g19,ENSDARG00000092362,hsp70.2,2742
scaffold15781.g2,ENSDARG00000037958,nosip,3476
scaffold15781.g20,ENSDARG00000060030,setd1a,8111
scaffold15781.g21,,,2378
scaffold15781.g22,ENSDARG00000036966,hsd3b7,1726
scaffold15781.g3,ENSDARG00000037961,rcn3,2651
scaffold15781.g4,ENSDARG00000053364,zgc:193504,2605
scaffold15781.g5,,,1641
scaffold15781.g6,ENSDARG00000090625,si:ch73-248e21.1,1646
scaffold15781.g7,ENSDARG00000070391,zgc:163023,1968
scaffold15781.g8,,,3128
scaffold15781.g9,ENSDARG00000088283,si:ch73-248e21.5,2056
scaffold15786.g1,ENSDARG00000060600,SOLH,2720
scaffold15786.g2,ENSDARG00000060600,SOLH,3033
scaffold15786.g3,,,743
scaffold15786.g4,,,1991
scaffold15786.g5,,,1593
scaffold15789.g1,,,601
scaffold15789.g2,ENSDARG00000090152,anapc10,1148
scaffold15789.g3,ENSDARG00000007216,abce1,4576
scaffold15789.g4,ENSDARG00000077810,otud4,4875
scaffold1579.g1,,,957
scaffold1579.g2,ENSDARG00000034043,irx5a,2057
scaffold158.g1,,,772
scaffold15805.g1,ENSDARG00000090764,bcas3,763
scaffold15807.g1,ENSDARG00000025436,msrb1a,1011
scaffold15807.g2,ENSDARG00000059948,HS3ST6,1378
scaffold15807.g3,ENSDARG00000031657,fahd1,886
scaffold15807.g4,ENSDARG00000025338,hagh,2793
scaffold15807.g5,ENSDARG00000025338,hagh,3577
scaffold15807.g6,ENSDARG00000062216,narfl,3889
scaffold1581.g1,ENSDARG00000023713,aqp1a.1,1234
scaffold1581.g2,,,1261
scaffold15819.g1,ENSDARG00000030289,jag1a,2707
scaffold1583.g1,ENSDARG00000063213,mtif2,253
scaffold15834.g1,,,590
scaffold15835.g1,ENSDARG00000052697,fam172a,701
scaffold15835.g2,,,633
scaffold15838.g1,,,189
scaffold15847.g1,,,1397
scaffold15847.g2,ENSDARG00000030765,hadh,1336
scaffold15847.g3,ENSDARG00000026548,cyp2u1,2286
scaffold15847.g4,ENSDARG00000052520,sgms2,1989
scaffold15852.g1,ENSDARG00000061570,,6545
scaffold15852.g2,ENSDARG00000091293,,4417
scaffold15852.g3,ENSDARG00000091293,,427
scaffold15855.g1,ENSDARG00000071090,actn2,531
scaffold15855.g2,ENSDARG00000039134,MTR,1997
scaffold15857.g1,,,494
scaffold15857.g2,,,766
scaffold15857.g3,ENSDARG00000091481,foxc1a,2321
scaffold15862.g1,ENSDARG00000032640,PDXK (2 of 3),1723
scaffold15862.g2,,,3093
scaffold15862.g3,,,817
scaffold15862.g4,ENSDARG00000018765,PKNOX1 (3 of 3),3290
scaffold15862.g5,ENSDARG00000090389,NDUFV3 (2 of 2),683
scaffold15865.g1,ENSDARG00000018022,msh2,4388
scaffold15865.g2,ENSDARG00000040534,EPCAM,1653
scaffold15866.g1,ENSDARG00000061233,abcc5,6332
scaffold15866.g10,ENSDARG00000087538,kif3a,4051
scaffold15866.g11,,,1888
scaffold15866.g12,,,5505
scaffold15866.g2,ENSDARG00000056800,med12,6846
scaffold15866.g3,ENSDARG00000009218,MARS2,2238
scaffold15866.g4,ENSDARG00000018989,hspa4b,2976
scaffold15866.g5,ENSDARG00000037307,gnpda1,1644
scaffold15866.g6,ENSDARG00000013979,ndfip1,1999
scaffold15866.g7,ENSDARG00000025032,nr3c1,4796
scaffold15866.g8,ENSDARG00000004648,kctd16a,2195
scaffold15866.g9,ENSDARG00000086954,SH3RF2,3235
scaffold15868.g1,ENSDARG00000032831,htra1a,228
scaffold1587.g1,,,3785
scaffold1587.g2,,,891
scaffold1587.g3,ENSDARG00000060058,cylda,2599
scaffold1587.g4,ENSDARG00000060058,cylda,3340
scaffold1587.g5,ENSDARG00000010756,nod2,4208
scaffold1587.g6,,,2750
scaffold15871.g1,ENSDARG00000057032,ppm1nb,2960
scaffold15871.g10,ENSDARG00000039863,OSMR (2 of 3),3810
scaffold15871.g11,ENSDARG00000002020,rictorb,9024
scaffold15871.g12,ENSDARG00000057089,ftsj1,1201
scaffold15871.g13,,,1527
scaffold15871.g14,ENSDARG00000074777,ANK1 (2 of 2),8969
scaffold15871.g2,ENSDARG00000057037,kcnk12l,1521
scaffold15871.g3,ENSDARG00000095459,si:ch211-191j22.3,653
scaffold15871.g4,ENSDARG00000092478,SDHAF1,800
scaffold15871.g5,ENSDARG00000062293,qpctlb,3250
scaffold15871.g6,ENSDARG00000094059,si:ch211-191j22.7,1445
scaffold15871.g7,ENSDARG00000057039,si:ch211-191j22.8,2572
scaffold15871.g8,ENSDARG00000002994,itpkca,2612
scaffold15871.g9,ENSDARG00000062307,CCDC61,3871
scaffold15876.g1,,,1094
scaffold15876.g2,,,533
scaffold15884.g1,ENSDARG00000005821,ncf2,1262
scaffold15884.g2,ENSDARG00000068166,dfnb31b,1640
scaffold15885.g1,ENSDARG00000078579,zgc:175280,392
scaffold15888.g1,ENSDARG00000092731,si:ch73-213j4.4,778
scaffold15894.g1,ENSDARG00000063040,btbd11b,626
scaffold15896.g1,ENSDARG00000038119,si:dkey-65j6.2,5794
scaffold15896.g2,ENSDARG00000070157,tgm2a,3305
scaffold15896.g3,ENSDARG00000060755,RPRD1A,3172
scaffold15896.g4,ENSDARG00000004114,tti1,4793
scaffold15896.g5,ENSDARG00000043692,vstm2l,2694
scaffold159.g1,ENSDARG00000074636,,6406
scaffold159.g10,ENSDARG00000027564,PAK6 (1 of 2),3567
scaffold159.g11,ENSDARG00000076719,ANKRD34A,2376
scaffold159.g12,ENSDARG00000087627,CABZ01072159.1,584
scaffold159.g13,ENSDARG00000090381,PLCB2,3084
scaffold159.g14,ENSDARG00000070423,zgc:153157,1743
scaffold159.g15,ENSDARG00000090013,C17H15orf52,3361
scaffold159.g2,ENSDARG00000075770,PLD4 (2 of 2),1782
scaffold159.g3,ENSDARG00000088272,srp14,3535
scaffold159.g4,ENSDARG00000032896,xgb,1166
scaffold159.g5,ENSDARG00000086520,,6507
scaffold159.g6,ENSDARG00000023673,spint1a,2665
scaffold159.g7,ENSDARG00000030161,ppp1r14bb,2552
scaffold159.g8,ENSDARG00000003642,zfyve19,2176
scaffold159.g9,ENSDARG00000074927,,2528
scaffold15904.g1,ENSDARG00000030932,fgf10a,1449
scaffold15906.g1,ENSDARG00000020781,col4a2,3037
scaffold15906.g2,ENSDARG00000005049,rab20,2290
scaffold15906.g3,ENSDARG00000077119,CARKD,1511
scaffold15906.g4,ENSDARG00000077119,CARKD,2497
scaffold15906.g5,ENSDARG00000010432,eaf2,1767
scaffold15906.g6,ENSDARG00000057262,si:dkey-91i10.3,5599
scaffold15908.g1,ENSDARG00000007892,pdcd2,2870
scaffold15908.g2,ENSDARG00000019709,rhoua,3701
scaffold15908.g3,ENSDARG00000019144,rab4a,2621
scaffold15908.g4,ENSDARG00000040085,ccsapb,2603
scaffold15908.g5,ENSDARG00000076126,hm:zewp0073,2350
scaffold15908.g6,ENSDARG00000061591,abcb10,1556
scaffold15911.g1,ENSDARG00000061736,ank3a,1511
scaffold1593.g1,,,1273
scaffold1593.g10,ENSDARG00000079416,zgc:174895,1613
scaffold1593.g11,ENSDARG00000045628,rab34a,2222
scaffold1593.g12,ENSDARG00000002391,tlcd1,2099
scaffold1593.g13,ENSDARG00000045626,nek8,3095
scaffold1593.g14,ENSDARG00000003963,traf4a,4075
scaffold1593.g2,ENSDARG00000057349,or129-1,1275
scaffold1593.g3,ENSDARG00000034058,p4ha3,1237
scaffold1593.g4,ENSDARG00000074137,C2CD3,7016
scaffold1593.g5,ENSDARG00000039319,VPS37B (1 of 2),1034
scaffold1593.g6,,,549
scaffold1593.g7,ENSDARG00000071658,ywhag2,2056
scaffold1593.g8,ENSDARG00000042293,ca4b,1574
scaffold1593.g9,ENSDARG00000069823,PROCA1,3641
scaffold15938.g1,,,790
scaffold1594.g1,,,185
scaffold1594.g2,ENSDARG00000034541,tgfbr2,1573
scaffold1594.g3,,,1759
scaffold15945.g1,,,2065
scaffold15945.g2,ENSDARG00000041689,usf1,1618
scaffold15945.g3,ENSDARG00000073724,nlrx1,3748
scaffold15945.g4,ENSDARG00000040568,pdzd3a,1765
scaffold15945.g5,ENSDARG00000040566,AGXT2L2,2441
scaffold15945.g6,ENSDARG00000040571,ube4a,4657
scaffold15945.g7,ENSDARG00000004537,mll,16730
scaffold15945.g8,ENSDARG00000056134,c1qtnf5,2313
